BIOCHEMICAL,1-ctrl,2-ctrl,3-ctrl,4-ctrl,5-ctrl,6-ctrl,7-ctrl,8-ctrl,9-Lm,10-Lm,11-Lm,12-Lm,13-Lm,14-Lm,15-Lm,16-Cr,17-Cr,18-Cr,19-Cr,21-Cr,22-Cr,23-GF,24-GF,25-GF,26-GF,27-GF,28-GF,29-GF,30-GF,31-GF
gamma-glutamylphenylalanine,2032530.125,1807480,1828155,2958548,1239902,1976331,1179047,2233034,4523696,5335703,2869689.25,3568699.75,3324328.25,5381489,2611327,2491370,1887149.125,2677870,2723335.75,4149120,2609500,2622734,2536626,3607040,2856409,3309335,1591196.875,2638967,3844709.25,3782905
gamma-glutamylthreonine,2311578,1586831,1767384.125,3354259,1604504,2251926,1374471,2148201,4879104,5727188,2645413,4113249.75,3589520,5558204,2337180,2744080,2180698,2643023,2737673,5021598,2947880.75,2921403,3316412,4445606,3022127,5421461,2171662,3411833,6963017.5,5706921
gamma-glutamyltryptophan,5750774,4878651,5000303,8585176,3378282,3583649,3592689.75,5144159,8158686.5,15347126,7275497,8976548,9512570,14415068,7502873.5,8346481,5741167,7432839.5,8051096,11072798,6042263,3328942,2004049,4291933,4353339,1785704,1256721,2892609,5669305,6072266.5
gamma-glutamyltyrosine,5491950,4549262,4546076,9515068,2980155,5316233,2742418,7308748,12073026,14818614,6996310,10581172,8118579.5,16132893,6809140,9080576,5711122,6837058,8407964,11976521,7682611,7215136,8545663,9647199,8581964,9204635,4054073,6231791,14336843,10115994
gamma-glutamylvaline,16341334,15105439,15657819,29512008,10108686,17632330,9595635,20102064,33592044,32874280,10615600,23339528,23656596,28205728,14227777,18233834,15234283,20373836,20965226,34354168,24469882,25014688,28902050,43682352,22571236,33322472,17347434,23915118,32809032,39679472
gamma-tocopherol/beta-tocopherol,268589,264966,,486305,805444.9375,800863.9375,740718,871707,574512,157766,793071,748083,483786,665029,792772,1383553,1662196,1328354,1386175,1719851,1415163,814694.0625,1123604,959397,771724,952297,783632,510014,1080679,643269
genistein,1015653,1332292,1177507,763937,1929564,2241657,1543667,2332088,5933865,11805841,3187258,8531286,6722605,6341992,7049345,3251259,2232652,2826458,2412680,2257271,2538339,7261626,15886362,8471684,8878366,10537635,10224715,11539389,10069687,12585168
genistein glucuronide*,67271080,66537508,51823132,63554232,53065964,47440848,46290332,34149888,80335752,104205176,96525048,124954920,120455672,41062448,116239784,83580448,67521336,77720312,85690456,86885192,68673096,73663240,88410848,65220112,81600456,85707592,86838720,89538704,77883888,82068456
genistein sulfate*,133735768,118329440,86331696,169177888,144171520,117137800,122371352,90453216,209651728,228300240,207408000,230730560,192278144,134587328,215389440,284059808,268762144,315349344,279892384,368505184,224460480,156439248,164267504,233084128,172645840,147372304,161995840,185733152,263588480,193073712
gentisate,276209,283108,349474,339843,484455.9688,419814,366733,376028,,,161522,192457,135135,,173127,431026,663681,818336,425289.0313,634665,665452,,,,,,,,,
gentisic acid-5-glucoside,567134,660109,519000,603075,477825,448630,440653,315626,170261,118410.9922,446651,138666,185942,,188323.9844,385824,430222,609952,389136.0313,375281,597211,178967,146717,140519,138692,108312,139328,163360,238498,85684
glu-gly-asn-val,363829.0313,,369390.0313,1617259,,1292899,,1168754,2528153,1636857,581550,781163,1356938,903325,,351004,,299459,1115994,3332292,1501169,737232.0625,792508,2716721,1372958,2159243,,1503578,2476120,2859282.25
gluconate,337342,373043,338651,419147,326817,,336857,,,474855,498555.0313,519827,355387,1166531,310926,352146,,383690,424487,475490,479050,,,344475,531070,,369148,374461,517534,532968
glucose,7876563,9376680,8046205,9069730,11009937,16295593,14298764,10543002,3150548,1347245,4134248,2478341.75,4691477,1034659,3445874,10243144,9317777,7225883,7075309,7818485,9632800,12008981,9275133,12007244,13580973,6572182,8520055,7288723,10152247,13785014
glucuronate,326614592,271465280,304271904,338963616,260323680,280901408,279055648,270985056,250199376,279133792,191815888,220381024,214696240,413201088,265569184,264969984,285852224,232928784,235790384,260507232,271951232,137935648,178062432,146497536,142399120,152315744,147331808,157115392,153664704,162364816
glucuronide of C12H22O4 (1)*,53107.9961,67482,,,47631,,,,89602,103228,78945,49066,52405,96319.0078,48933,54758,52220,,84309,93044,70883,67808,89799,,71616,82790,66085,97233,115578,
glucuronide of C14H22O4 (1)*,567754,695810,824264,807578,589626,734689,744001,729186,316883,269253,335685,327013,494297,282852,433642,1298959,1564037,1028869.938,932080,1290096,1213375,1455226,1477042,1361379,1334497,1053116,1262652,1277784,1269331,1533629
glucuronide of C14H22O4 (2)*,740368,856178,952418.9375,1525658,1714458,1173479,1829951,2355922,696274,963120.9375,952402,854185.0625,949655.0625,1293330,1061524,2030313,1746053,2671593,2386249,2633980,2210198,1337449,1567888,702400,1301522,1567188,1188913,1836843,1822213,2004198.875
glutamate,189216928,179544768,194417840,236292736,93382616,182840112,46216612,177861088,307783968,265918384,243651792,196738832,281830336,174926912,273785376,379358304,382857504,598279680,390231840,680697024,420090048,580632832,791837696,900825600,604164544,834275264,450677792,610903104,1008441216,1033143104
glutamine,2547922944,2433120000,2660075008,2695858944,2659323392,2736497664,2715778560,3327920384,4437044224,4477045760,2798899712,3811805440,3834928640,5547768320,3586931968,3179966720,3203450624,3733139200,3290793728,3688832512,3841879040,2214062848,2335695104,2727739136,2398519040,2255932416,1879440000,2370785024,2693933824,2789106432
glutaminylleucine,3740356,3285445,3154124,4258905,2672776,4236842,2800423,4175433,4501439,3518233,4037543,4176939,3664518.75,1935287,2778492,3738185,4340642,8982226,4211728,8282861,8134252,7558070,9913035,4878377,8848360,5983780,8559163,7596760,6467637,7687113
glutarate (C5-DC),1401594,1924850,1299910,1011372,630319,939105,542341,577687,54610636,76853184,20031596,52962456,18209370,100946832,21318744,17125640,4929309,11984950,7697290,15680005,6259028,4565862,4902028,2956752,2975874,1521097,1240694,1877009,4156791,5274430
glutarylcarnitine (C5-DC),8936139,9502360,11634486,8245314,9595533,15718260,13940871,14003900,18268004,20752496,9262968,16664051,13521611,19389006,14042089,14002353,17860174,11971267,12369976,14864036,14342575,18768124,31787840,14314572,23890772,17984516,20268892,26641840,29913760,44727024
"glutathione, oxidized (GSSG)",999794432,1050895744,966915968,1030037824,846873472,876361920,910479808,800303424,613806912,696058944,839419008,657041280,789278976,768961344,807102208,981519296,991055744,1127173760,965652800,925123136,922807616,783583488,777906112,686752512,846289024,844277056,726585792,803253888,644877760,741216384
"glutathione, reduced (GSH)",442624,541514,509815,501203,393475,615419,747437.9375,399797,619723,2552855,736677,629154,481317,5163870,531815,765374,623139,898521,624604,498775.9688,785960,,649796,,,,,,,
glycerate,8089764,9231264,9561833,8972942,8687495,9041430,9032761,9634523,12764864,11223780,9758030,10703293,9740606,13226224,10759755,9515137,8231922,9617167,9758654,10405173,8968754,13154439,12862825,13067989,15061505,15791154,14060391,15157640,17238490,19483076
glycerol,7465080,7049735.5,8930768,9405692,5026211,5890350,5504562,9293683,5308781,3610398,6088729,5586346,6530888,2164138,3263717,7230328.5,9407089,8328862,7896061,8455876,6631088,6530530,6001031,7765870,5948380,7102693,6706360,5528322,7158463,6463451
glycerol 3-phosphate,1888188,1938396,2482417,2658876,1215851,1733170,1164291,1931147,1855614,2739151,1662410.125,1246838,1479141,5560200,1621844,1981988,2153710,2319196,2461044,3863492,2296757,1958826,3260410,3353633,4044002,6309488,2411762,3721108,5739966,6000381
glycerophosphoethanolamine,1534178,1370361,1613574,2465074,1143062,1513398,1217376,1668672,2263183,2596735,1180618,1452884,1514508,4020590,1538648,1852344,2041802.875,1890773,2029810,2585708,2562021,1885095,2342882,3012851,2539206,3542592,1583844,2979785,4718227,5244249
glycerophosphoglycerol,6416161,4838091.5,6750124,9957677,4736567,4704998,4016464,5884719,2873208,2653971,1951149,1371306,1661638,3884843,2631043,7677798,8577647,7270889,6137886,10443751,8901369,3267256,3717916,4172789,3893724,3913586,2749590,4278245,4446268,7023339
glycerophosphoinositol*,264972,292389,314952,286733,248115,293557,283873,311774,311181,261957,289583,245796,294737,290541,240734,343161,402363,389401,395722,554346,410377,320262,346983.0313,359666.9688,349111,431386.9688,300756,402379,424767,473729
glycerophosphorylcholine (GPC),94096984,103829704,117868352,125465384,94509792,115104832,104560272,155319024,185819440,212402800,109650488,148036064,148385248,151644208,102840888,121834456,86281584,135550752,174383840,194899856,149141136,163844688,188942144,244903776,206134272,249605232,145712784,224578048,321790848,296521888
glycerophosphoserine*,215781,215853,257634,240042,197928.9844,256922.0156,260443,295108,374395,366666,196471,245354,237722,422765,200144,252332,308542,256251.9844,309866,379504,342591,279292,377578,366843.9688,331628,451487,278334,398524,415385,625545
glycine,481294528,503362016,540464128,522846496,414104768,442246368,405518272,474881216,672755136,605391232,425835584,567293632,565889088,399254464,457371104,491107168,552515200,588567296,553177728,691744512,570279744,686113792,676116672,736945792,709824768,774634816,652772480,722354112,833470912,822581824
glycitein,2735805,2717737,2927957,2389698,2629068,1072624,941797,559904,3417003,5820321,5974837,6669347,7849175,2215993,8366066,5641073,4606971,4174010,2972716,6216447,1843576,617639,660747,1120459,317149,850639,557990,900147.0625,1100717,686438
glycitein glucuronide (2)*,9661794,12143172,9861614,9310353,8149648,5611561,6582420,4267311,11912537,21496436,30476680,31782470,35133964,5752571,28479424,16623042,11430335,19696854,12781516,23711532,10898367,7604086,8256439,7177135,7485936,7289649,8450046,9752444,8935957,8108628
glycitein sulfate (2),93590016,97187184,88232600,108588608,72953008,47503600,54364688,31575470,66355300,130837080,165006128,104905704,167395040,64639612,131065832,155545376,128848832,177953568,107940056,261114544,106493184,80084896,84400800,109462208,79899416,82800632,74332776,98662656,127727760,97917312
glycochenodeoxycholate,2522429,3136405,3528297,5967740,2841518,2513627,3186380,3922232.75,16096945,4105160,7166305,2816217,2343650,5428310,9789094,21739594,10008787,8517866,7492222,13746010,14399235,10036059,11937262,14132076,10860051,10066822,10177552,11125785,11034041,12080723
glycohyocholate,2548445,2375681,2435415,3436957,2932456,3900907,2639636,2583963,3383899.75,1406208,2187674,2003183,1795984.875,825789,2590334,4905793,4488042,2841085,2648372,4107305.75,2864377,14156053,13624490,12472840,14721603,15837496,12355205,13963013,16087523,15802389
glycolate (hydroxyacetate),506607,728163,675695.0625,562730,572286,452890.0313,601817,356169,346141,280104,379283.0313,474426,506948,322242.9688,810246,868072.9375,528378,561390,842005,838784,648436,2575039,1341161,443339,709410,938488,599312,690841,398845,643948
"glycosyl ceramide (d16:1/24:1, d18:1/22:1)*",412644,,666000,382912,1670713,820673,1890902,1953901,1347435,776687,130978,580242,,766080,450115,,152853,161602,,,,341557,,423210,,,,,,420135
"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",1019947,827258,1183712,901795,1550029,1405416,1936354,1959834.875,2709393,2546465,899362,1681268,1508143,2048923,1358704,866600,624841,517878.9688,584554,669067,551450,707631,459600.9688,1054811,688194,246838.0156,615980,527043,608106,723707
glycosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,6923856,5946563,6988270.5,5834435,12478675,8994366,14940343,14775261,4170423,9074912,4805789,7520738.5,2957092.75,8975294,6932661,5949418.5,4958363,1192648,4355765,5737008,4600550,5464683,5183158,7962439.5,5158079,2992027,5993830,4507369,4743375,6209967.5
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),11124543,9002501,11319807,10584267,8436650,12074791,9777731,10780205,54737268,49727176,16978124,31528224,33102444,39720372,27383588,7445665,4362176,6777555,4770980,5198405,3446570,7006151.5,4652659,10665872,7197671.5,2654793,4514311.5,5052660,3194675,6611542
glycosyl-N-stearoyl-sphingosine (d18:1/18:0),4770864,4008539,6294914.5,4341183,14570482,10629762,14187323,18778612,27145992,26937408,5356990,16330537,10533405,22656332,10281644,3024427.75,1313029,2471760,1915672,1604269,1410693,5324223,3792827,7221462,7419308,3649725,5835293,6034646.5,3894557.25,5302686
glycoursodeoxycholate,10443090,9660578,9195266,16865770,8025495,4987668,6736136,5941559,22249932,8983921,11906382,7086289,4301030,7135615,23279820,23592178,16401238,8710939,11458790,28408040,18029710,7057062,6678611,7551079,6949818,6138641,7853940,6132473,7325872,6805896
glycoursodeoxycholic acid sulfate (1),9760900,11476632,11464046,10573178,15955313,18535724,17171772,16483391,24680404,19341388,24910674,24692184,25946458,21872728,24405192,23518584,24178672,37014136,27829280,28553814,26139548,36196564,38005120,33218628,50532384,45485916,51582776,51449692,41699416,48616300
glycylisoleucine,4408853,3816094.75,3899618.75,6784282,3893438,5876448,2948432,4984465,9389529,7605418.5,6484393,7905767,6004998,7813507,5270381,6534456,4438837,7482075,5568763,9643974,46930,8752879,9537419,12060874,11111351,10148202,7025302,10660938,14238101,14870305
glycylleucine,48657680,48451032,51470192,66045604,34819152,40369456,35213296,46127392,62594824,82821032,47822524,45770208,59173736,40655304,44867296,52146160,53204448,76871112,67208560,87135856,67094256,39999732,51727296,54132672,43522088,56264432,34064080,49783084,42994624,39698960
glycylvaline,23122384,17756096,24003800,34155864,10970027,19276056,9797880,24728072,43933504,66804016,25542684,34025044,30481340,55483912,17802046,20884428,15932078,20114578,21001780,31623144,23985492,19428350,27035074,37377720,35468880,31939848,16072199,31785154,32069432,32306002
guanidinoacetate,19312204,17246014,16468419,17252520,16786108,17711472,15215760,15346774,61180392,47942196,38433424,55960168,50555288,39676572,52816784,20103220,15314357,18433188,18685732,18342956,13637767,25494428,17876344,22754152,25128580,21992326,24678208,21702248,24370364,21693460
guanidinosuccinate,567922,668546,688391,604609,477193,278020,543090,629548,152310,187954.0156,248958,215165,271029,109184.0078,353094,791319,819143,697232,718763,1133882,1081442,957229,1429854,,1208596,1370332,1499284.125,1302293,1230731,1928668.875
guanine,774129,293571,569813,584880,623743.9375,606072,397387,608068,920540.9375,238063,184203,221312,453083,162449,281664,410597.9688,606133,865813.9375,580947,665643,579723,724817,1549515,1395606,1037662,1860870,945636.0625,1511677.125,1632391,1712802
guanosine,2594949,2976273,3260444.75,3002068,2358530,2280974,2868702.25,2136951,1761283,1845624,2284000,2439657,2608334,2034457,3153316,2880624.75,2433376,2664537,2807379.25,2753800,2275263,2794632,2522281,2788482,2474989,2531791,2786595,3449249,1958560,2313939
gulonate*,89760128,76436904,96784816,82828960,90725568,68099408,83188040,88288808,117525712,134166784,96419376,106191224,91062480,185727360,103034040,81366984,72874040,88161232,82966056,93192952,89489096,101177928,88666712,71510704,104098104,124460056,115258392,116554864,106411640,117057904
heme,1506807,1743062.875,1787680.125,954242,2544478,1694955,2020345,930274,,,1032144,905363,,,899277,,865741,,1239272,,,1991576,2150812,1121927,1579116.125,1465264,2058584,1956098,700570,553833
heneicosapentaenoate (21:5n3),1374724,1355847,1450100,1186452,1711402.125,1757317,1893784.875,2921597,1745232,1912128,847278,1211384,1204274,3249951.75,1115251,1051057,892100,1333311,1142984,1654393,1140754,1198609,1692857,1655066.875,1600577.125,2024646,1567187,1933466,2115567,2562760
heptanoate (7:0),3220254,2121320,2137123,1998016,1996726,2138282,1786658,1901546,3056912,2499226,1941757,1759190,1909170,2386609,2055769,2526826,2872713,1659488,1779065,1952418,1559942,2006423,4614858,2346807,2209547,2060511.875,1815418,1889467,1825969,1982171
heptanoyl glycine,40880,39892,82837,,,,,,,24766.998,,,,,,47038,45129,,,70584,65060.9961,109162,125561,161150,162089,154803,98039,99980,215194.9844,125138.0078
hexadecadienoate (16:2n6),3196974,2343656,3815320,4307764,2422725,4044445,2704612,5484991,8314646,23723282,1811341,4651760,3488198,44760744,2978547,3148666,2658424,4852306,4612416,7587969,3791882,3955034,4545346,9462234,6729587.5,8014654,3795514,6017134,8485678,8808711
hexanoylcarnitine (C6),529525,456436,872866.0625,819556,843275,1506395,802585,1126743,5463820,7098896,1494953,3079863,1447798,14725996,1267891,1144586,788971,848470,651399,1085493,723347,1641558,1176746,1921290,2115375,1386341,1195376,1751092,888930,1385015
hexanoylglycine (C6),5657985,6708556,12582045,6028079,4914309,5307309,6382550.5,8086253,14839894,14330450,5213932,10398035,11986279,23344858,10214943,5835389.5,4893577,3445113,3473708,9183163,5728698,13577110,14934739,24576540,18876016,17455560,20490024,17455318,25208374,16517497
hexanoyltaurine,193286,338908,546415,,597456,526412,604492,787399,708667,1121044,312494,777665,695696,2704464,754843,396398,407066,,,392805,252818,381486,455911,957185,534292,314034,721341,633777,617489,629227
hippurate,14838189,17420748,17720278,17409680,25059054,21313738,23561456,22800332,5221080,6981012,11890572,8032825,8352373,1203206,10349425,19268726,26090312,34908784,19423600,21582186,21623874,5968209,4092095,5654039,3878919.25,3498177,3422868,3664856.25,5203191,3944051.75
histidine,58221504,52493232,52085096,60597280,59178100,57103812,51371976,65504620,73354256,74592432,66872108,71071952,56936084,89629720,69664768,73682920,69243304,73304104,75747728,80047296,67930608,51443964,62056468,64110280,59300108,70777016,51284508,56404160,81832088,70235064
histidine betaine (hercynine)*,62869748,41343724,32441144,45841408,19872652,26659714,17916246,27429422,24292928,38330536,33505736,23446976,41281120,22177932,31179776,50637152,62841936,54273128,57160428,55581320,56509972,49849256,79677280,72815712,66957692,82962048,65814536,87353216,64244960,65466252
homocitrulline,,178814,206397.0156,274043,,290220,374318,410074.9688,325549,497891,154147,494382,300487,1459072,330385,290051,272655,301743,284601,477573,341706,682053,949042,613271,684135,818029.0625,705848,762903,875137,911347
homostachydrine*,251143888,248438944,217854992,320687680,220479424,323603424,252541360,224961088,61194488,66719056,76490016,53785384,56560328,19675636,52221600,184994688,368857568,213318800,206744208,255570736,274489952,20252348,25937060,22433026,14944453,17205412,14340883,18014960,16066576,18529954
homovanillate sulfate,,,,,53410,,21915.002,33530,,,40756,44061,,,53997.9961,65346.9961,41718,,78308,108184,65884,27083,30634,38457,46220,43315,33191,40816,30399,
hydantoin-5-propionate,66080,73798,60531,54675,54253.0039,68815,40328,73296,86734,78508,86962,61120.0039,75825,84904,55281,59509,95545.9922,91447,73715,134149,94225,86051,302618,38512936,222154,193691,123023,153582,349195,168838
hydroquinone sulfate,134550,119110.9922,101015,90923,139188,66918,133531,58399.9961,,,57021.0039,,39352,,82345,113060,328820,150250,157184,113770.9922,108898,,,,,,,,,
"hydroxy-N6,N6,N6-trimethyllysine*",2090113.125,2262865,2109517,1902232,1738013,1408541,1958390,1773612,2535905,1942485,2406173,881155,2132684,2077856.875,1977695,2225014,2042870,,1922453,975064,791718,1961621,1864106,2393014,2326694,2221381,1571608,2242354,,2412068
hydroxyasparagine,92791,116937,140456,109866,197626,188627,190424,215632,300375,326295,156730,289332,222087,691994,274837,239366.9844,208821.0156,208861,184710,266168,229911.9844,153636,225583.0156,190020,181366,181529,150366,128068,191394,177103
hydroxymethylpyrimidine,558672,520453,464899,445391,697036.0625,770904.0625,676083,632744,696166,914964,562483,646426,334170,1890139.125,607044,477980,511005,483221,471014,430876,479771,11303020,13156393,11814121,8687547,10916466,9969914,11046115,9849482,10864050
hyocholate,12603131,4937055,4347197,18255552,6308563,1244850,2928941,2470444,1785000,,,,,,6528047,14143526,14825357,9690153,3362392.25,12063760,6112255,,,,,,,,,
hypotaurine,23976528,28060022,26655920,18730084,48443776,43472824,50344608,30675206,10804796,12173361,24718186,21187994,17190188,3718366,14800225,16915940,23373372,17567820,16937262,20499900,24502748,14994840,13843235,11686020,15144532,21336664,20605768,20315674,17799800,16756337
hypoxanthine,650702,627085.9375,980161,904542,693419,504154,883246.0625,555624,1472264,319324,239887,329552,216591,3202802,769942.0625,939720,588068,725070,601757,757209,558450,480025,648138,359275,558029,513649,459889,609606,618145,732655
imidazole lactate,13573434,14615041,13160088,13144012,16885136,15810069,16423052,13786364,8411378,12074609,9854828,7393932,8037779,18008514,7301843,12540789,20622544,14565815,15178386,17388900,16887974,10806271,16797984,19262112,12525242,19986188,14812598,17686442,26345986,15620433
imidazole propionate,130061336,129348320,75219408,117732320,80231240,78440152,82043288,56752104,45694376,83037712,102092296,67086376,59622868,43829048,80302832,79517888,60683716,63453568,81622384,70609968,64218996,36820888,65276260,88284008,68068616,35292188,36878076,66855728,81675248,77181664
indole-3-carboxylate,72292,,79635,,71789,,81116,,,,,,,,,123986.9922,126342,127582.0078,112560,127297,148705,29989,14619,,,28176,26495,59333,24208,27665
indoleacetylglycine,1206234,1236824,1230908,1118253,1314425,1210753,1367661,1203083,583007,652326,902290,576223,786131,604863,719855,1581088,1721195,2095976,1514902,2194047,1514664,1492571,1786848,2935357.75,1303233,1384854,1470001.875,1390032.875,2654663,1611466
indolelactate,206234.0156,130640,228503,,158123,126037,139355,98142.9922,148772,587429,181800,175819,,2012203,192329,273008,361847,302502,229911,315756,225843.9844,170705,,108136.0078,,81011,128372,,,
indolepropionylglycine,1614270,1338197,1591018,1551497,2324022,3141030,3174275,2786520,106558,414888,1197031,488732,1496333,,957709,2035098,4229408,2164337,1867033.875,3331948,2374185,,,,,,,,,
indolin-2-one,500253,548328,297316,967535,498207,529957,490153,346533,,,189939,132969,101500,,223322,287369,553123,307812,249663,376802,227149,,,,,,,,28585,
indoxyl glucuronide,476596,413481,354631,648291,823714,556861,713682,708846,,208032,385027,332766,370974,100405,546468,1039411,1153786,986215,1125269,1077119,1192691,,,,,,,,,
inosine,1117239,1794232,2902835,1807165,1043145,982753,1729711,714313,682467,375221,260603,323629,363792,1156846,1010733.063,2057790,967337,1030354,809049.0625,1432457,785399.9375,329762,414735,612852,556461,300408,262083,521869,304385,391394.9688
isobutyrylcarnitine (C4),3777062,3815874.25,4086675,4372845,3801206.75,4501781,3592246,2666362,1960740,3693339.75,1973012.125,2554522,1529590,6533140,1513004,3912772,4390702,3314027,3222052,3663935,3684852,3417785,4084156,3273118,3723551,6163956,3537070,4225673,3317773,4119924.25
isobutyrylglycine (C4),,260588,,183986,,26128,,,,313812,29760,,,,127326,,,235870.9844,159171,45651,132534,,185307,,153712,157159,,198150,,
isocaproylglycine,815313,842335,1178802,824413.9375,496364.9688,554904,648340,631453,828580,974723,571066,651531,774304,1320765,645361,614367,581451,584052,501066,787385,654169,1445023,1516190,1868202.875,1868029.875,1734094,1977004,1746649.125,2490300,1761025
isocitric lactone,159836,120612,194033,157596,190671,206387,144468,217232,308478,427627,96793,197040,136630,1174542,213126,401543,309738,238819.9844,234963,316526,328878,274579,374652,296181,268660,355776,193375,221648,278502,346180
isoleucine,4324114432,4183437056,4535792640,4684680192,3768061952,4123442176,3786875392,4395137024,5668896256,5580420096,4768258560,5267006976,5127588864,5547140608,5049417728,5009894400,4704667136,5112374784,4972113920,5200223744,4780727808,4485383168,5050902016,5075786240,5107428352,4805899264,4284562688,4926966784,5417387520,5430459392
isoleucylglycine,3551620,3460093,3561338.75,4322771,3099912,3331111,3008708.75,4631770,9830456,8086073,5470886,6148564,7180306,5437515.5,4223084,3641142,3010363,3349506,5021637,6793831,4917953,5109844,5557972,6502874.5,6237674,5824944,5041033,6296182,6439849,6653483
isoleucylhydroxyproline*,802566,742636,,824090,639261,867760,848994,788602,820034,921948.0625,421299,651614,705943,719093,571213,803675,901816,972090.9375,863190,1053840,1171723,1078924,1386531,1162109,1127143,1122143,954533,1009488,1178274,1245766
isovalerate (C5),1016814,894473,739325,829819,663917,767509,505603,607807,1868374,2367169,1230672,1660446.125,1193920,3022607,1527312,905385,999855.0625,754872,909635,917322.0625,652820,509361,513672,773798.9375,616343,700710,464901,546545,512231,544203
isovalerylcarnitine (C5),2928904,2590272,2912941,3052314,3105572,4188157.75,4020039,3250882,4374848,6925096,3604117,4964859,2250782,14169840,2942356,2332856,2914991,3304155,2148005,3244293,3223762,3814794,4324602,3528326,4214541,4806867,4325742,4123498,3310823,4573391
isovalerylglycine,3453549,3549242,3532467,3230159,2495128,2098254,2495090,1828596,2291154,4890503,1921255,1693749,1659340,9390817,1780487,3295050,3533997.75,3583544.25,3421911,4037462,3510820,3789770,3923065,5766585,3888487.75,4511243,4226871,4239950,5371562,4142074
isoxanthopterin,685925.9375,744460,844724,814989.0625,944920.0625,736896,1105966,1195904,1684071,2301871,1321952,1580167.125,1890686.875,2531213,1802475,2616084,2260530,3161857,2596777,3172736,2756040,1129570,1216943,1923871,1030276,1375606,1295186,1158393,1542410,1188083
itaconate,,,,,,,,,1027932,1235674,187516,1641304,422930,5854975,989688.0625,974529,187759,848367,330617,1115175,378849,,,59295,,,,60550.9961,,
kynurenate,3501358,3751451,3911898,3595386,4193455,3859315,4179309,3728303,2988646.25,4148736.75,3334251,2619295,3057035,6898760,2444660,4623868,5869602,6788244,5280959,6987766,5026088,7810659,9076250,11655636,6090104,8445469,7675391.5,6789774,11739010,9257771
kynurenine,7107850,7326799,7199490,7144015,6022861,6987930,6397310,5541453,14553362,20192292,11224693,14131149,11468503,49035276,9504275,8105111,8909837,8093657.5,7213849.5,9407565,8250506,9947062,12325036,10432558,9175374,10881376,9871737,10396862,10705906,12670543
lactate,68151216,68755024,60162216,61036072,74618296,71127368,72986512,49369936,68187024,81016480,89203848,63960744,65027452,124246392,61634032,69282416,74333080,77882776,67214096,74795144,71367696,37795164,46838892,55815976,54270224,48722344,41557820,49502536,37553592,43761392
lanosterol,2364857,2858481,3095229,1686917.875,1911587,848619,1579915,2481514,637947,996236,1525886,785776.9375,1178934,775435,1257743,2596841,3220863,3431638,2777401,2156691,2557237,558567,217861,211978,549511,127719,473265,285363,267126,328838
laurate (12:0),12135104,14307777,15185467,14646840,13137682,14216546,14011970,13811736,13995333,15466812,12210664,11843592,13145768,22493992,13262387,11969950,11306770,14626477,10902085,12258796,12940319,11238872,11420120,14094015,12701093,15602925,11098610,10588441,13501348,13826787
laurylcarnitine (C12),96230344,97758424,161248656,113677960,67068108,118858344,59997452,80609088,527651616,920375232,199523856,329853536,218254464,777943488,155315776,87350240,78396392,94230232,63760092,79046928,55915896,163045360,154474976,178123504,207311392,120024856,140223648,161727760,145387328,138271824
leucine,4051311872,4065712128,3982775552,4280671488,3447227904,3695410688,3354983936,4010686720,5681797632,5550157312,4320655360,5146563072,5308775424,5565467136,4736019456,4516017152,4636666368,5055677440,4721759744,5514094080,4996788224,4349040128,4803070976,5211407872,4754251264,4947877888,4404362240,4733102080,5389632512,5264656384
leucylalanine,12846614,8291354.5,10304195,17609272,4392978,11838323,3343688,13672146,9937257,9239569,7616961.5,5260610,9124482,6482054,4021239.75,9825096,11391081,16435462,17734404,25618608,19142528,26055334,22013296,33430420,34451416,26002532,13331470,26899490,30100690,30920142
leucylglutamine*,3997902.75,3015032,4159150,8714974,1881378.875,6510953,980823,8435261,11338303,8388587.5,5637747,6480917,7829423.5,5606899,3206592,4721347,4435422,6012043,7100971,12928400,10755693,7775873,9892758,16976198,13911538,15383360,4825175,13490907,14356893,18419138
leucylglycine,10256790,6722354,10019976,19714248,3390268,12567493,2565691,14635687,20398288,16329601,8271949.5,8395550,12829266,8572417,3804430.75,8095361,9724911,13689209,21248612,35954484,21197230,9843056,15686615,26281674,16888180,30963450,6274085,17976408,31323444,32877542
lignoceroyl sphingomyelin (d18:1/24:0),66542920,68054160,75003136,71410120,87101792,73826080,89813584,99405944,119685016,152966720,71565672,93677832,83128448,131216152,96904368,83341304,80399688,83681784,82209696,87367192,68544928,71085600,74354728,63789664,79659648,76323392,74612824,78533136,86855408,86846200
lignoceroylcarnitine (C24)*,720425,735654,883946,862310.9375,1239509,1056094,1253575,1852035,2109520,2067542,2051940.125,3353282,1709932,5627894,2807967,2000487,1844839.125,,1626693,1982226.125,1605777,1360471,2031449.875,1498903,1760510,1302766,2480077,1573375,2288191,1120175
linoleate (18:2n6),972303232,754411392,1058482368,1526409984,839400256,1248749568,733435776,1943826688,2082069504,2287914752,599585216,1119528064,1086540416,2767846144,818213696,1099926656,833783616,1639260416,1859555456,2683744256,1689664512,1800968960,2230324480,3147403520,2625175296,4056747776,1708891648,2630121216,4105230080,3718752512
