BIOCHEMICAL,1-ctrl,2-ctrl,3-ctrl,4-ctrl,5-ctrl,6-ctrl,7-ctrl,8-ctrl,9-Lm,10-Lm,11-Lm,12-Lm,13-Lm,14-Lm,15-Lm,16-Cr,17-Cr,18-Cr,19-Cr,21-Cr,22-Cr,23-GF,24-GF,25-GF,26-GF,27-GF,28-GF,29-GF,30-GF,31-GF
linolenate (18:3n3 or 3n6),67997352,54190944,72869112,100055712,58044232,88820000,53338912,134208992,104321288,136016832,29126104,48723968,51661844,202506528,37823880,62743252,54392916,110752464,97404040,156784928,99312648,83904544,112321752,168149824,134313200,229697488,85770400,135005136,241476928,207106112
linolenoylcarnitine (C18:3)*,120147944,124356016,185387952,138378768,85733440,107050880,86440160,124298440,502560992,876201600,203407360,354716704,271330208,830890496,236441936,136403872,97197808,114126392,116375696,128639256,107360152,143791536,115782512,149823696,163479312,112322408,122429168,140645424,127820896,131916216
linoleoyl ethanolamide,358309,420020,520620,410309.9688,378968,542804,454645,948938,1196296,2173609,363558.9688,1047501,568829,2765813.25,708100,495604,482196,627066.0625,836575,1028533,646438.9375,287197,459156,694179,526207,631644,373067,629173,1049182,746283
linoleoylcarnitine (C18:2)*,334901792,343479936,546028544,405815168,270965760,311004256,286064544,442504064,1598406144,2189872384,845220288,1318464896,1021289216,2481098240,1040645312,510213760,366638496,358588384,445741280,507243968,447868256,505684160,427684544,538447488,619275584,417190464,486606528,505017792,468187232,451316192
lysine,3666442,3487951,4009390,5174477,5132912,5418901,4161167.25,5729537,11971445,12768021,6680152,9074714,7402689.5,14526860,5764111,7643205,5283055,5860005,6562447,8208260.5,6972046.5,5773096,6394632,7705579,5985923,6873423,4504086,6791963.5,10112197,8810098
lysylleucine,4049856,3935335,4601652,4174701,2999321,4095848,2473199,5220621,,9543076,3173224,3952753.75,5031044,6612345,4624781,3854473,5641266,5636051,2635353,7250651,4280062,4176400,4714919,5436649,6521400,6871259,4535961,5099340,6054194,7629130
malate,9726793,12547989,11341827,11116889,11227290,10146078,9673586,9323395,19606968,17168286,10234091,15598328,12527900,21821184,11980263,19449660,8334672,14254044,9917526,15440875,9418303,9930872,12056586,13055812,10429825,10288119,9004059,9011206,11009887,14944190
maleate,4330233,3604103,3523528.75,3644895.75,4058584,3771617.25,3285463,3354454.75,4059139,3619188.75,2969021,2694224,3056932,3725404,3057206,4299705,3609413.25,3471400.75,3614978.75,3744902.25,2858890,2677261,3311471,3237937,2680494,2991456,2077980,2641391,2351988,2901113
malonate,13672979,12525302,11676425,12128428,11056610,10898489,10304166,9429624,17757088,29764898,13772074,14852354,12892297,123137288,12637408,16236330,12241220,13267555,11642871,15792523,10765440,8313654.5,9660145,10847242,8202159,9976145,8413396,8006309,8741488,9352459
maltol sulfate,425540,546403,403480,317814,450674,309872,309021,242838,164976,342842,549380,717200,560272,55861,229162,457061.9688,316501,910777,891953.0625,540397,347755,239484.0156,227464.0156,277835,312554,81168,234257.9844,262094,171288,163077
mannitol/sorbitol,918843,868687,932738.9375,779486,5264685,4456451,3678712,4274448,1305753,1493773,1306785.875,1422107,1338887,1681517.125,1134278,1325993,1471574,1384145,1037387,1148386,1225737,936435.0625,1112481,961461,904327,1043451,957814,984570,801774,1041375
mannonate*,8940959,9510691,9735179,9060340,9992816,7166748,8390266,9716325,14609379,10397813,13452871,13860792,13457579,8611462,15438669,14018174,12266176,14068956,12372981,16451589,14341974,10447608,13356993,14025308,11929515,10517647,12030128,10959375,11164761,12527201
mannose,1929046.875,1740622,1984057,1973390,2221814,2338366,2568640,2823424,1406273,561626,1857255,1463986,2742239,268579,1742720,3773732,3415651.25,2972862,2833575,3729146,3649942,2645575,2720192.75,2743794,2263288,2459662,2507557,2316331,2584949,3015931
margarate (17:0),33661892,27619854,39352620,58885752,21441044,41107800,21315028,44308880,71759488,51410064,24419604,34233092,41291988,54345652,29346228,32597930,25470018,49401760,47067208,65691184,50586596,59022824,58782528,105879712,84508128,104170384,48913244,93636528,121159168,128622640
margaroylcarnitine (C17)*,6402569,6442194,7503016,4864510,8341532,7295136,9709016,9724926,22331736,57799632,13101356,27205544,15589952,74692608,19196214,9702798,3192166,4249023,5671951,5591191,6627700,13243912,11913088,9975915,12232336,6656472,15105443,10908154,8775102,5816242
mead acid (20:3n9),3357233,2432452,2830946.75,3719800.25,5798558,5351252,5412756,7175996,2779542.25,2489529,2432765,1728059,1985975.75,4259714,1649911,2939402,2851949,4316305.5,5693330,6499633,4389332,4160116.25,6512458,7754327,5286117.5,9413713,4170737,7088512,8840252,9939523
methionine,2299304960,2314094592,2264190464,2532779776,2133032704,2289429248,2137547264,2269276416,2897852160,2941069056,2443084544,2643328768,2531936768,2580562432,2309607424,2474817792,2443976192,2841754368,2505764864,2994278656,2681469696,2603809536,2863151872,3063846912,2991580160,2919321600,2468083968,2879475968,3322223616,3007036672
methionine sulfone,664808,569446,580325,562717,635472,785787,747491,757339,933023,980321,511503,650099,739531,633246,642359,928061,1055190,790125,662559.9375,886315,692716,535764,706822,622178,478107,551254,482672,502190,567595,574927
methionine sulfoxide,91361312,72581528,73609080,82284520,52716004,70746416,55392736,69985064,164890192,199235408,70577208,97010576,114697584,176579296,77035736,112403240,65192376,79275536,66196088,109208408,74091960,54351524,72315952,87329472,60796736,64654528,38566900,59737176,69229864,79832304
methyl glucopyranoside (alpha + beta),299750,433895,327438,296985,314298,509060,286042,195599,107320,,184083,146458,151739,48605,119543.9922,275353,282422,173406,163413,290252,191572,27678.002,,,,,,,,
methyl vanillate sulfate,115331,151922,106378,80237,94419,,44517,,79960,112276.9922,175229,146371,129421,,98620,85569,89934,127550.9922,120451,52946,36622,179093,100066,50158,107473,155304,220333,306075,161121,60202.0039
methylmalonate (MMA),3882955,3833354.75,3405549,3649890,3838782.25,3208227,3489468.75,2900845,2252827,3350552.75,3605535.75,2649503,2305148,9688084,2853859,4782877,4278787,4373630,3833182.75,4440388,3870058,1927726,2673380,2367111,2070219,3094692,2231124,2693430,2128809,3037178
methylphosphate,69646,64681.9961,85837,81115,,56742,51191,,31177,63434,43867,44517,52478.0039,103235,54860,59742,81926,90983,123679,118359,89242,34400,53544.0039,67738,77306,90701,47651,70338,79468,96051
methylsuccinate,801136,832848,727439,723062,491854,571735,518596,571554,7126132,6712445,6535595,15905254,15568456,8207323,9550018,9292271,3623635,22890060,9607202,29524316,7636707,766952,1043938,1302372,1189102,943114,870432.0625,922837,746112,819480
mevalonate,1134600,1254647,1352245,975107,1504743,1205621,1529979,1529306,2770658,4764897,2454342.75,2324540,2394661,6070291,2449932,1257732,1042136,1307684.125,1009317,1132284,1095186,414937,348020,442858,449895,369377,422751,479635,375970,486732
myo-inositol,1932506,2420208,2589150,2663715,3123325,3141605,3144578.75,2649864,3408853,3155123,2679853,2826273,2845216,5324515,2801437,3592920.25,3535714,3027258,3542240,4139968,3690551,2850479,3431091,2953301,2549449,3324994,2699915,3205840,3139737,4270159
myristate (14:0),263378544,263115712,263477280,203978592,163431776,156851120,128487792,149355104,352983616,343899520,206228208,275183232,230578112,463030176,202986560,183073008,154577520,143659616,143868640,199576800,134958464,169953296,262384160,263040576,219654384,277712608,165561472,204920992,275726944,242708432
myristoleate (14:1n5),1072680,1034850,1565943,1298360,1319580,1980219.875,1905389.125,2293223,2849890,8387466,850334,1745577,2036125.125,17102712,1235665,1604745,1281664,1513261,1803018,2653148,1413414,1583518,1428907,2259157,1950266,1745031,1220131,1898143.125,2944411,2353200
myristoleoylcarnitine (C14:1)*,290968128,382936256,541174720,332693344,369366656,455597920,426781600,482882144,969387072,1864606208,797569856,1174902528,729311552,2070793472,571759744,551510912,587786240,396757632,477977056,562536384,410554720,619819264,552668480,630342976,686136896,454373152,502793952,578794112,501695072,521752032
myristoylcarnitine (C14),230201456,241707392,355268640,277220672,261514512,304084064,234435408,299039616,850430144,1309870720,416212672,600117184,435554848,1481694720,433080032,285712480,260645792,219091808,220451488,269930880,212797040,330432672,284741632,335497760,383611424,243266928,277016288,321553120,288690976,284511552
"N,N,N-trimethyl-5-aminovalerate",110134032,96436400,125053336,130205016,72845504,85440496,77166672,70892312,177702816,222332560,95506768,148403792,95905288,468660640,111477272,198171136,144606784,132383648,118959280,207354160,150576352,13853649,17212304,16897432,15188638,18128992,13459727,17271168,16397876,19438056
"N,N,N-trimethyl-alanylproline betaine (TMAP)",1110373,1030401.063,1002077,1082795,3022446,2850577,1592055,2729065,6388662,10671466,1984389,6480771,3190141,41827800,5056920,5114869,2523848,2328982,1764902,6061965.5,,1455130,5120450,4846386,4530507,3075343,2969060,2652992,4834647,5851070
"N,N-dimethylalanine",20325772,19807764,15213256,23165108,27394596,33280966,30726916,49374104,5467867,8571335,10425037,24337224,27875694,4240653,17032456,15765256,16918692,13597661,10889108,17064134,11121718,,,,,,34961464,,,
N-(2-furoyl)glycine,276020,342050,323377,291858,337782,267461,322193,210588,155258,78280,212865,150949,172420,,182336,253283.9844,244565.9844,402213,248963,310293,269207,355136,372058,463037,354121,408350,330133,279358,299258,297537
N-acetyl-1-methylhistidine*,2623492,3013123,2977918,3498818,2696163,2377745,2862348,3441640,3617871,5248920,2954615,3090621,2290029,10630002,3842742,3717504,3905279.75,3677154,4250572,5556235,4819063,3630373,6950462,5747109,5904567,6201049,5835143,5448147,8209623,5870415
N-acetyl-2-aminooctanoate*,662244,699326,625611,1021197.938,632290,494456,608352,717369,432044,548908,733450,259437.9844,527984,948910,535070,1099672,1149988,1476759,1104669,1606764,1396858,891688,1105625,1054721,1000646,1172232,856734,908066,1502098,828917
N-acetyl-3-methylhistidine*,120199,148411,152579,128127.9922,96350,117730,101769,161718,68116,94658,90749,85784,119000,92944,94680,118757,140104,106836,95856,164006,120211.0078,119373,171639,164334,186859,160417,154909,193733,137501,194321
N-acetyl-beta-alanine,265451,352201,278576,410446,249874.9844,161280,391555,221414,678278,622956,328599,495060,339158,1950035,599003,420455,390688,352357,570109,440369,393708,169745,297638,218716.9844,140045,113003,293963,283697,476806,306253
N-acetylalanine,2514998,2576767,2382393,2975754,2073989,2893684,2083936.125,3110056,5403762,4964284,3054229,3687648.75,3861146.25,6676102,3626087.25,2902025,2864857,3539508,3626629,5001131,3562852.25,2956048,3516439,4768624,3834310.25,4370932,3194378,3790016.75,4400938,4496315
N-acetylarginine,1746293,1748397,1541078,2420045,1215355,1487573,1157537,1420348,2001254,1748870,1362550,1315160,1552082,999145,1209602,1440746,2349764,2926972,2498234,3468330,2476113,3707124,5037024,5881821,4841447,8442499,4038033,5370791,6061961,5615256
N-acetylasparagine,1180971,1081442,1246061.125,1024426,1082087,1014328,1021147,990003,572643,742386,696896.9375,611455,583760,1102888,552520,1072795,1092519,1144024,941982.0625,1205581,1273929,1203377,1742472,816752,1376465,2293275,1734969,1764658,1711435,1796492
N-acetylaspartate (NAA),2623821,2692160,3336445,2501822.25,2141466,2170123,2069275,2392412,7985438.5,7456784,5005097,7166325,5029007,6389704,6605708,7113186,5164012,7884893,5808540,8094425,6504852,3461542,4658900,91454432,3946906,4725609,3771178.25,4127080,4994809,5498477
N-acetylcarnosine,1317661,1345346,1280447,1031551,1144220,959211,1298511,1174004,390870,1494185,1288205,1302549,1421867.125,1995137,1639664,1829067,2263952,2459848,1377692,1362091.125,1354038,1412774,1684965,477413,1058289,553705,1569490,1132449,283774,261920
N-acetylcitrulline,1067157,1059124,993507,1267043,680466,808273,706846,446513,459532,692510,629131,479214,475148,1318976,344391,736763,747997,1105475,786958,848738,785154,931730.0625,1482705,955697.9375,955292.0625,1937255,1135092,1438974,1933603,1531163
N-acetylcysteine,1225079,1082762,964902,1217907,851105,788243,873730,837222,1400505,1848506.875,1002166,1224063,1238739,4029818,1379819,1474577,1258876,1756839,1188702,1694968,1340866,1423089,1701011,1643141.125,1403971,1708174.875,1244423,1730983,1604644,1534740
N-acetylglucosamine/N-acetylgalactosamine,1088907,919385,1175392,628871,,886354,957868,1273800,1358337,1297676,760323,1340225,1249456,1484795.875,1126902,1833394,1914358,1628337,1387517,1967418,1460268,897883,1252425,1502077.875,1095419,949959,684183,1096019,1180572,1172081
N-acetylglutamate,8512688,4683837,7763487,13438970,2927661,6158379,2123355,6932877,8384097,8465999,5045476,5945793,5467114,10883739,4535499,7584873,7773239,10898497,9756971,13005258,11493830,6280578,17806706,11581955,12266490,23968588,5774409,12712074,22717524,21028150
N-acetylglutamine,12048709,13201888,13015024,10686167,10716337,8589736,10449997,12182538,15739968,19042244,12015167,12617199,14288861,18446128,14409878,12567904,14120898,16261606,13979665,15346707,16755639,9685829,8851374,9518376,10464927,9207271,9815771,9944303,12241990,9827148
N-acetylglycine,4145725,4782460,7692602,4906853,3543978,4084330.25,4548728,5205693,14617551,20622768,4772987,12776886,8856251,60491232,10221988,6143754,5276434,5029560,5568890,7223263,4960780,7822895.5,7483637,9962050,8827000,7579827.5,8097702.5,8180342.5,8107208,7770146
N-acetylhistamine,2051824,1247392,1189405,3576216,3524719,2763265,3752312,3459156,,,,,168507,,186820,3111999,2668274,3589420,3043051,3215017,3673360,549968,449822,872139,,,310282,286364,549973,348530
N-acetylhistidine,33837072,35029120,34004692,35550624,35847272,33673344,36364444,34188592,23264768,26419668,27255674,23347602,23422468,24768398,22133508,33387598,42764840,44712752,40902044,44976264,44601936,40806408,59232272,34024584,44134760,60260452,54375224,53410104,60012416,48813504
N-acetylisoleucine,1666839,1866509,1988206,1649862,1436458,1258240,1353287,1353830,993319,1280168,958566,921486.9375,942209,1727252.875,858507.0625,1515557,1686547,1821657.125,1610658,1941661.875,1863633,2082631.125,2373309,2083937,2288135,2658160,2359383,2880337,2829328,2954809
N-acetylkynurenine (2),108626,148453,94200,88771,96076,85060.0078,83017,78177,456110,664551,379267.0313,361469,403831,1313664,353270,264830,335485,324923.0313,244487,381388,294344,268366,327311,262224,286342,505509,330007,282049,695112,312321
N-acetylleucine,8520312,9119469,9057876,7156483,7129759,6237419,6583716,6186007,4812277,6871114,5082530,4466931,4071165.75,10687081,4013867.25,6882777,7450733,7623366,7809817,9324347,8142513,10655458,13455086,9848540,12135898,14421714,12440991,14440540,15310024,15650517
N-acetylmethionine,15900651,14902380,16409840,20667232,13066686,18918780,10690986,23091246,52254548,39999440,22189468,26823744,29838404,38752704,22291852,20127520,20837256,25193012,24429260,31844876,26269216,23078180,28359212,34419752,28567772,30915972,19894712,27702590,35085628,34674092
N-acetylmethionine sulfoxide,1794293,1590633,1713295,2112154,1017540,1607775,977879,2059426,7316982,7034106,1861311,2947155,3567541,4952088,2212209,1631045,1490065,1625454,1510816,1917234.875,1969569,1162768,1988480.875,2509541,1647176,1721764,1140612,1571980,2031061,2336053
N-acetylneuraminate,,,,,31693,,,,123516.0078,279583,68459,66643,,387523,,,,,27866,,57361,,33967,,,20430,25139,,,
N-acetylphenylalanine,8464680,8943745,8104179,8355952,8120215,6453984,7355159,6653865,4504829,4843409,6156197,4535095,4655683,7004372,5411168,8234423,9748717,9997157,9029487,10324510,8879943,8098652,10137752,7517823,10042965,9877801,11822833,10543547,9954225,8989290
N-acetylputrescine,1046572,1074696,1081153,1583507,1265303,1365471,1570080.125,1488187,8428376,9829379,3309204,7997614,3278941,27991356,6047786,2541962,2298517,2334095,2063592,2944845,2088048,985053,1176701,1225275,1082682,1129543,1016858.063,985209,974143,1160301
N-acetylpyrraline,2866439,2775255,1910125,2322847,2460480,1818212,2155187,1708561,1036313,936748,1543752,952443,1074010,280868,1017933,2005133.125,1979662,2527913,2005691,2099987,2138913,9684204,13813330,14300150,9956455,14660844,11365067,12728610,29814540,11565586
